"PIC","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ProjectCode","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"E10107278","APP","Ounasvaaran yläaste","School/Institute/Educational centre – General education (basic education)","Rovaniemi","Lappi","Finland","2018-1-FI01-KA101-046921","KA101","School education staff mobility",2018,"Toiminnalliset ja luovat menetelmät ohjaus- ja opetustyössä",,14,"Finalised",01.06.18,31.07.19,"4 672,00 €","TOPIC-4_TOPIC-23_TOPIC-10","Kulttuuri ja luovuus_Koulutuksen kehittäminen_Osaaminen ja työelämän tarpeet"
"E10107278","APP","Ounasvaaran yläaste","School/Institute/Educational centre – General education (basic education)","Rovaniemi","Lappi","Finland","2015-1-FI01-KA101-008897","KA101","School education staff mobility",2015,"ICT TEACHING",,12,"Finalised",01.06.15,31.05.16,"9 060,00 €","TOPIC-5_TOPIC-3_TOPIC-35","Vammaisuus ja erityistarpeet_Digitaalisuus_Kielten opetus ja oppiminen"
"E10107278","PA","Ounasvaaran yläaste","School/Institute/Educational centre – General education (basic education)","Rovaniemi","Lappi","Finland","2014-1-DE03-KA201-001434","KA201","Strategic Partnerships for school education",2014,"How to enhance the students` enthusiasm and academical level activity orientated and in line with actual praxis to prepare them for the European job market","Supporting students‘ learning enthusiasm and increasing knowledge level of students mainly from grade 8 and above",24,"Finalised",01.09.14,31.08.16,26870,"TOPIC-10_TOPIC-21_TOPIC-23","Osaaminen ja työelämän tarpeet_Avaintaidot_Koulutuksen kehittäminen"
"E10217994","APP","Övernäs skola, Mariehamns stad","School/Institute/Educational centre – General education (basic education)","Maarianhamina","Åland","Finland","2020-1-FI01-KA101-066107","KA101","School education staff mobility",2020,"Kollegialt lärande och de nya nyckelkompetenserna",,24,"Follow-up",01.06.20,31.05.22,"25 980,00 €","TOPIC-4_TOPIC-16_TOPIC-21","Kulttuuri ja luovuus_Terveys ja hyvinvointi_Avaintaidot"
"E10198198","APP","Oxhamns skola","School/Institute/Educational centre – General education (basic education)","Pietarsaari","Keski-Pohjanmaa","Finland","2016-1-FI01-KA101-022252","KA101","School education staff mobility",2016,"Improvement of intercultural and project management skills, --------- European development of the school",,24,"Finalised",01.07.16,30.06.18,"6 060,00 €","TOPIC-38_TOPIC-2_TOPIC-20","Nuorisoala_Aktiivinen kansalaisuus_Globaali yhteistyö"
"E10198198","PA","Oxhamns skola","School/Institute/Educational centre – General education (basic education)","Pietarsaari","Pohjanmaa","Finland","2020-1-FR01-KA229-080091_2","KA229","School Exchange Partnerships",2020,"Proud Of Me","POM",24,"Follow-up",01.09.20,31.08.22,30038,"TOPIC-15_TOPIC-2_TOPIC-7","Tasa-arvo ja osallisuus_Aktiivinen kansalaisuus_Opintojen keskeyttämisen ehkäisy"
"E10198198","PA","Oxhamns skola","School/Institute/Educational centre – General education (basic education)","Pietarsaari","Pohjanmaa","Finland","2018-1-FR01-KA229-047749_5","KA229","School Exchange Partnerships",2018,"United colors of diversity","UCD",30,"Follow-up",01.09.18,28.02.21,34570,"TOPIC-13_TOPIC-4_TOPIC-7","Kestävä kehitys_Kulttuuri ja luovuus_Opintojen keskeyttämisen ehkäisy"
"E10201388","APP","Oy Merinova Ab","Small and medium sized enterprise","Vaasa","Pohjanmaa","Finland","2019-1-FI01-KA103-060525","KA103","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.19,31.05.21,"28 500,00 €",,
"E10175637","APP","Oy Porvoo International College Ab","School/Institute/Educational centre – Vocational Training (secondary level)","Porvoo","Helsinki-Uusimaa","Finland","2016-1-FI01-KA102-022365","KA102","VET learner and staff mobility",2016,"EUROPEAN EXPERIENCE - LESSONS LEARNED",,24,"Finalised",01.06.16,31.05.18,"17 160,00 €","TOPIC-23_TOPIC-19_TOPIC-20","Koulutuksen kehittäminen_Interkulttuurinen koulutus_Globaali yhteistyö"
"E10175637","APP","Oy Porvoo International College Ab","School/Institute/Educational centre – Vocational Training (secondary level)","Porvoo","Helsinki-Uusimaa","Finland","2015-1-FI01-KA102-008745","KA102","VET learner and staff mobility",2015,"LEARNING EUROPE",,24,"Finalised",01.06.15,31.05.17,"46 588,00 €","TOPIC-28_TOPIC-36_TOPIC-27","Laadunhallinta_Osaamisen tunnistaminen ja tunnustaminen"
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2014-1-FI01-KA103-000114","KA103","Higher education student and staff mobility within programme countries",2014,"Higher education student and staff mobility",,16,"Finalised",01.06.14,30.09.15,"70 810,00 €",,
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2020-1-FI01-KA103-065993","KA103","Higher education student and staff mobility within programme countries",2020,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.20,31.05.22,"114 495,00 €",,
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2019-1-FI01-KA103-060304","KA103","Higher education student and staff mobility within programme countries",2019,"Higher education student and staff mobility within programme countries",,24,"Follow-up",01.06.19,31.05.21,"127 495,00 €",,
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2018-1-FI01-KA103-046806","KA103","Higher education student and staff mobility within programme countries",2018,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.18,30.09.19,"99 650,00 €",,
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2017-1-FI01-KA103-034328","KA103","Higher education student and staff mobility within programme countries",2017,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.17,30.09.18,"89 925,00 €",,
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2016-1-FI01-KA103-022362","KA103","Higher education student and staff mobility within programme countries",2016,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.16,30.09.17,"74 780,00 €",,
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2015-1-FI01-KA103-008835","KA103","Higher education student and staff mobility within programme countries",2015,"Higher education student and staff mobility within programme countries",,16,"Finalised",01.06.15,30.09.16,"76 120,00 €",,
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2018-1-FI01-KA204-047188","KA204","Strategic Partnerships for adult education",2018,"Rebooting, Re-rooting and Re-skilling Unemployed and Underemployed Higher Education Graduates for Work 4.0","Reboot",26,"Follow-up",01.09.18,31.10.20,"208 016,00 €","TOPIC-39_TOPIC-24_TOPIC-10","Digitaalisuus_Osaaminen ja työelämän tarpeet"
"E10161276","APP","OY VAASAN AMMATTIKORKEAKOULU - VASAYRKESHÖGSKOLA AB","Higher education institution (tertiary level)","Vaasa","Pohjanmaa","Finland","2017-1-FI01-KA204-034732","KA204","Strategic Partnerships for adult education",2017,"Kaleidoscope: supporting female migrant entrepreneurs","Kaleidoscope",24,"Finalised",01.09.17,31.08.19,"203 045,00 €","TOPIC-15_TOPIC-41_TOPIC-18","Tasa-arvo ja osallisuus_Yrittäjyys"
"E10083541","APP","Pääskytien koulu","School/Institute/Educational centre – General education (basic education)","Porvoo","Helsinki-Uusimaa","Finland","2019-1-FI01-KA101-060418","KA101","School education staff mobility",2019,"Inkluusion kehittämishanke Pääskytien koulussa",,36,"Follow-up",01.06.19,31.05.22,"13 705,00 €","TOPIC-28_TOPIC-18_TOPIC-55","Laadunhallinta_Tasa-arvo ja osallisuus_Maahanmuutto ja kotoutuminen"
"E10083541","APP","Pääskytien koulu","School/Institute/Educational centre – General education (basic education)","Porvoo","Helsinki-Uusimaa","Finland","2014-1-FI01-KA101-000366","KA101","School education staff mobility",2014,"ICT from me to you",,24,"Finalised",31.12.14,30.12.16,"19 550,00 €","TOPIC-3_TOPIC-5_TOPIC-20","Digitaalisuus_Vammaisuus ja erityistarpeet_Globaali yhteistyö"
"E10029094","APP","PACUNET Palace and Cultural network ry","Non-governmental organisation/association","Helsinki","Helsinki-Uusimaa","Finland","2014-3-FI01-KA105-008550","KA105","Youth mobility",2014,"Be integrated through Youth Competences","BITYC",7,"Finalised",01.02.15,31.08.15,"20 830,00 €","TOPIC-38_TOPIC-2_TOPIC-41","Nuorisoala_Aktiivinen kansalaisuus_Yrittäjyys"
"E10240430","APP","Pähkinärinteen koulu","School/Institute/Educational centre – General education (basic education)","Vantaa","Helsinki-Uusimaa","Finland","2020-1-FI01-KA101-066270","KA101","School education staff mobility",2020,"Täydennyskoulutushakemus",,36,"Follow-up",01.06.20,31.05.23,"29 710,00 €","TOPIC-4_TOPIC-16_TOPIC-59","Kulttuuri ja luovuus_Terveys ja hyvinvointi_Maahanmuutto ja kotoutuminen"
"E10196804","PA","Paimion lukio Paimion kaupunki","School/Institute/Educational centre – General education (secondary level)","Paimio","Varsinais-Suomi","Finland","2020-1-FR01-KA229-079799_4","KA229","School Exchange Partnerships",2020,"Développement durable : des solutions européennes communes pour une transition énergétique réussie",,24,"Follow-up",01.10.20,30.09.22,29574,"TOPIC-11_TOPIC-13_TOPIC-20","Energia ja resurssit_Kestävä kehitys_Globaali yhteistyö"
"E10196804","PA","Paimion lukio Paimion kaupunki","School/Institute/Educational centre – General education (secondary level)","Paimio","Varsinais-Suomi","Finland","2020-1-PL01-KA229-081622_2","KA229","School Exchange Partnerships",2020,"From Facebook to Tik Tok. Become a savvy digital citizen.","SDC",24,"Follow-up",01.09.20,31.08.22,32340,"TOPIC-16_TOPIC-20_TOPIC-3","Terveys ja hyvinvointi_Globaali yhteistyö_Digitaalisuus"
"E10196804","PA","Paimion lukio Paimion kaupunki","School/Institute/Educational centre – General education (secondary level)","Paimio","Varsinais-Suomi","Finland","2018-1-FR01-KA229-048277_3","KA229","School Exchange Partnerships",2018,"Les Compétences Européennes au Service de l'Ambition et et de la Réussite","C.E.S.A.R.",30,"Follow-up",15.12.18,14.06.21,32955,"TOPIC-2_TOPIC-35_TOPIC-7","Aktiivinen kansalaisuus_Kielten opetus ja oppiminen_Opintojen keskeyttämisen ehkäisy"
"E10119146","APP","Pakankylän koulu","School/Institute/Educational centre – General education (basic education)","Espoo","Helsinki-Uusimaa","Finland","2014-1-FI01-KA101-000245","KA101","School education staff mobility",2014,"The Inspiring Science Education International Summer Academy",,24,"Finalised",01.08.14,31.07.16,"1 930,00 €","TOPIC-20_TOPIC-30_TOPIC-3","Globaali yhteistyö_Osaamisen tunnistaminen ja tunnustaminen_Digitaalisuus"
"E10037494","APP","Pakolaisnuorten tuki ry","Non-governmental organisation/association","Tampere","Pirkanmaa","Finland","2020-1-FI01-KA105-066166","KA105","Youth mobility",2020,"Youth for Peace",,16,"Follow-up",05.05.20,04.09.21,"16 048,00 €","TOPIC-18_TOPIC-69_TOPIC-38","Tasa-arvo ja osallisuus_Aktiivinen kansalaisuus_Nuorisoala"
"E10133700","APP","Palokan yhtenäiskoulu","School/Institute/Educational centre – General education (basic education)","Jyväskylä","Keski-Suomi","Finland","2017-1-FI01-KA101-034618","KA101","School education staff mobility",2017,"Eurooppalaista yhteistyötä opetuksen kehittämiseen",,24,"Finalised",01.07.17,30.06.19,"16 005,00 €","TOPIC-3_TOPIC-18_TOPIC-25","Digitaalisuus_Tasa-arvo ja osallisuus_Opetusmenetelmät"
"E10175652","PA","Paltamon lukio","School/Institute/Educational centre – General education (secondary level)","Paltamo","Kainuu","Finland","2016-1-DE03-KA219-023029_3","KA219","Strategic Partnerships for Schools Only",2016,"Fundamental Rights in European Education","FREE",24,"Finalised",01.09.16,31.08.18,16570,"TOPIC-2_TOPIC-3_TOPIC-55","Aktiivinen kansalaisuus_Digitaalisuus_Maahanmuutto ja kotoutuminen"
"E10175652","PA","Paltamon lukio","School/Institute/Educational centre – General education (secondary level)","Paltamo","Kainuu","Finland","2018-1-DE03-KA229-047245_5","KA229","School Exchange Partnerships",2018,"Sustainability: Think globally - act locally",,30,"Follow-up",01.09.18,28.02.21,31830,"TOPIC-11_TOPIC-13_TOPIC-69","Energia ja resurssit_Kestävä kehitys_Aktiivinen kansalaisuus"
"E10156407","APP","Paraisten lukio","School/Institute/Educational centre – General education (secondary level)","Parainen","Varsinais-Suomi","Finland","2014-1-FI01-KA101-000284","KA101","School education staff mobility",2014,"Osaamisen parantaminen opiskelijoiden kansainvälisten projektien suunnittelussa, toteutuksessa sekä implementoinnissa koulun opetukseen ja toimintaan.",,24,"Finalised",01.09.14,31.08.16,"5 100,00 €","TOPIC-24_TOPIC-23_TOPIC-2","Osaaminen ja työelämän tarpeet_Koulutuksen kehittäminen_Aktiivinen kansalaisuus"
"E10156407","PA","Paraisten lukio","School/Institute/Educational centre – General education (secondary level)","Parainen","Varsinais-Suomi","Finland","2017-1-DE03-KA219-035546_3","KA219","Strategic Partnerships for Schools Only",2017,"The European World of Work","European WOW",29,"Finalised",02.10.17,01.03.20,8400,"TOPIC-10_TOPIC-23_TOPIC-3","Osaaminen ja työelämän tarpeet_Koulutuksen kehittäminen_Digitaalisuus"
"E10156407","PA","Paraisten lukio","School/Institute/Educational centre – General education (secondary level)","Parainen","Varsinais-Suomi","Finland","2020-1-DE03-KA229-077216_4","KA229","School Exchange Partnerships",2020,"European students' OSCAR (Objective: Saving Climate and Resources): Empowering and awarding sustainable strategies for environmental protection in different industries","OSCAR",24,"Follow-up",31.12.20,30.12.22,19718,"TOPIC-13_TOPIC-72","Kestävä kehitys_Työelämäyhteistyö"
"E10113819","PA","Paraistenseudun koulu, Paraisten kaupunki","School/Institute/Educational centre – General education (basic education)","Parainen","Varsinais-Suomi","Finland","2017-1-DE03-KA219-035548_3","KA219","Strategic Partnerships for Schools Only",2017,"MOVE - werde ein Lernheld","MOVE",24,"Finalised",01.09.17,31.08.19,17475,"TOPIC-16_TOPIC-21_TOPIC-23","Terveys ja hyvinvointi_Avaintaidot_Koulutuksen kehittäminen"
"E10113819","PA","Paraistenseudun koulu, Paraisten kaupunki","School/Institute/Educational centre – General education (basic education)","Parainen","Varsinais-Suomi","Finland","2020-1-DE03-KA229-077490_3","KA229","School Exchange Partnerships",2020,"We need our nature - our nature needs us!","We and our nature",24,"Follow-up",01.12.20,30.11.22,31901,"TOPIC-13_TOPIC-22_TOPIC-73","Kestävä kehitys_Luonnontieteet"
"E10132033","PA","Pargas stad","Local Public body","Parainen","Varsinais-Suomi","Finland","2017-1-DE03-KA219-035566_3","KA219","Strategic Partnerships for Schools Only",2017,"ICC - International Career Center","ICC",24,"Finalised",01.09.17,31.08.19,22795,"TOPIC-10_TOPIC-21_TOPIC-3","Osaaminen ja työelämän tarpeet_Avaintaidot_Digitaalisuus"
"E10132033","PA","Pargas stad","Local Public body","Parainen","Varsinais-Suomi","Finland","2015-1-DE03-KA219-013601_3","KA219","Strategic Partnerships for Schools Only",2015,"SportPsychoMovies","SPM",24,"Finalised",01.09.15,31.08.17,20830,"TOPIC-23_TOPIC-3_TOPIC-39","Koulutuksen kehittäminen_Digitaalisuus"
"E10132033","PA","Pargas stad","Local Public body","Parainen","Varsinais-Suomi","Finland","2019-1-DE03-KA229-059685_5","KA229","School Exchange Partnerships",2019,"STEM as Root of the Future","STEM Roots",36,"Follow-up",01.09.19,31.08.22,21378,"TOPIC-15_TOPIC-22_TOPIC-3","Tasa-arvo ja osallisuus_Luonnontieteet_Digitaalisuus"
"E10188805","APP","Pargas stad","Local Public body","Parainen","Varsinais-Suomi","Finland","2019-1-FI01-KA105-060618","KA105","Youth mobility",2019,"Healthy Active Powerful Project Youth","HAPPY",12,"Finalised",01.05.19,30.04.20,"26 660,00 €","TOPIC-4_TOPIC-16","Kulttuuri ja luovuus_Terveys ja hyvinvointi"
